Entity_Name	Entity_type	Gene_Symbol	Sources	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode_of_pathogenicity	EnsemblId_GRch37	EnsemblId_GRch38	HGNC	Position_Chromosome	Position_GRCh37_Start	Position_GRCh37_End	Position_GRCh38_Start	Position_GRCh38_End	STR_Repeated_Sequence	STR_Normal_Repeats	STR_Pathogenic_Repeats	Region_Haploinsufficiency_Score	Region_Triplosensitivity_Score	Region_Required_Overlap_Percentage	Region_Variant_Type	Region_Verbose_Name
SLC18A3	gene	SLC18A3	Expert list;Expert Review Amber	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Myasthenic syndrome, congenital, 21, presynaptic, 617239;arthrogryposis			Flexion contracture;HP:0001371	28188302;27590285;31059209		False	2	0;100;0	0.402	True		ENSG00000187714	ENSG00000187714	HGNC:10936													
SLC9A6	gene	SLC9A6	Expert Review Amber;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation, X-linked syndromic, Christianson type, MIM# 300243			Flexion contracture;HP:0001371			False	2	0;100;0	0.402	True		ENSG00000198689	ENSG00000198689	HGNC:11079													
TNNI1	gene	TNNI1	Expert Review Amber;Literature	Arthrogryposis		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Arthrogryposis MONDO:0008779, TNNI1-related			Flexion contracture;HP:0001371	34934811		False	2	0;100;0	0.402	True		ENSG00000159173	ENSG00000159173	HGNC:11945													
UNC50	gene	UNC50	Expert Review Amber;Literature	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Arthrogryposis multiplex congenita			Flexion contracture;HP:0001371	29016857;33820833		False	2	0;100;0	0.402	True		ENSG00000115446	ENSG00000115446	HGNC:16046													
VRK1	gene	VRK1	Expert list;Expert Review Amber	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Pontocerebellar hypoplasia type 1A, OMIM#	607596"			Flexion contracture;HP:0001371	PMID: 21937992, 21937992		False	2	0;100;0	0.402	True		ENSG00000100749	ENSG00000100749	HGNC:12718													
ZBTB42	gene	ZBTB42	Expert Review;Expert Review Amber	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Lethal congenital contracture syndrome 6, MIM# 616248			Flexion contracture;HP:0001371	25055871		False	2	0;100;0	0.402	True		ENSG00000179627	ENSG00000179627	HGNC:32550													
AP1S2	gene	AP1S2	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation, X-linked syndromic 5, MIM# 304340			Flexion contracture;HP:0001371	30714330		False	1	0;0;100	0.402	True		ENSG00000182287	ENSG00000182287	HGNC:560													
B3GALNT2	gene	B3GALNT2	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	Unknown	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11, MIM# 615181			Flexion contracture;HP:0001371			False	1	0;0;100	0.402	True		ENSG00000162885	ENSG00000162885	HGNC:28596													
B3GNT2	gene	B3GNT2	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy			Flexion contracture;HP:0001371	23359570;23877401		False	1	0;0;100	0.402	True		ENSG00000170340	ENSG00000170340	HGNC:15629													
B4GAT1	gene	B4GAT1	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13 MIM# 615287			Flexion contracture;HP:0001371	23359570;23877401;23359570;23217742		False	1	50;0;50	0.402	True		ENSG00000174684	ENSG00000174684	HGNC:15685													
CAMLG	gene	CAMLG	Expert Review Red;Literature	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation type IIz, OMIM #: 620201			Flexion contracture;HP:0001371	35262690		False	1	0;0;100	0.402	True		ENSG00000164615	ENSG00000164615	HGNC:1471													
CASK	gene	CASK	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	FG syndrome 4, MIM# 300422;Mental retardation, with or without nystagmus, MIM# 300422			Flexion contracture;HP:0001371	24278995		False	1	0;0;100	0.402	True		ENSG00000147044	ENSG00000147044	HGNC:1497													
COG8	gene	COG8	Expert Review Red;Literature	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Congenital disorder of glycosylation, type IIh	611182"			Flexion contracture;HP:0001371	PMID: 30690882		False	1	0;0;100	0.402	True		ENSG00000213380	ENSG00000213380	HGNC:18623													
DAG1	gene	DAG1	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	Unknown	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 9 (MIM#616538)			Flexion contracture;HP:0001371			False	1	0;0;100	0.402	True		ENSG00000173402	ENSG00000173402	HGNC:2666													
DCX	gene	DCX	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Lissencephaly, X-linked, MIM# 300067			Flexion contracture;HP:0001371	20301364		False	1	0;0;100	0.402	True		ENSG00000077279	ENSG00000077279	HGNC:2714													
EIF2S3	gene	EIF2S3	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	MEHMO syndrome, MIM# 300148			Flexion contracture;HP:0001371	23063529;27333055;28055140		False	1	0;0;100	0.402	True		ENSG00000130741	ENSG00000130741	HGNC:3267													
FGD1	gene	FGD1	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Aarskog-Scott syndrome, MIM# 305400;Mental retardation, X-linked syndromic 16, MIM# 305400			Flexion contracture;HP:0001371	27551683		False	1	0;0;100	0.402	True		ENSG00000102302	ENSG00000102302	HGNC:3663													
FHL1	gene	FHL1	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Emery-Dreifuss muscular dystrophy 6, X-linked, MIM# 300696;Myopathy, X-linked, with postural muscle atrophy, MIM# 300696;Reducing body myopathy, X-linked 1a, severe, infantile or early childhood onset, MIM# 300717;Reducing body myopathy, X-linked 1b, with late childhood or adult onset, MIM# 300718;Scapuloperoneal myopathy, X-linked dominant, MIM# 300695			Flexion contracture;HP:0001371			False	1	0;0;100	0.402	True		ENSG00000022267	ENSG00000022267	HGNC:3702													
GPC3	gene	GPC3	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Simpson-Golabi-Behmel syndrome, type 1, MIM# 312870			Flexion contracture;HP:0001371	20301398		False	1	0;0;100	0.402	True		ENSG00000147257	ENSG00000147257	HGNC:4451													
KIF26B	gene	KIF26B	Expert Review;Expert Review Red	Arthrogryposis		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Progressive microcephaly, pontocerebellar hypoplasia, and arthrogryposis			Flexion contracture;HP:0001371	30151950		False	1	0;0;100	0.402	True		ENSG00000162849	ENSG00000162849	HGNC:25484													
L1CAM	gene	L1CAM	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Hydrocephalus due to aqueductal stenosis 307000			Flexion contracture;HP:0001371	31504653		False	1	0;0;100	0.402	True		ENSG00000198910	ENSG00000198910	HGNC:6470													
MYH7	gene	MYH7	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Laing distal myopathy 160500;Myopathy, myosin storage, autosomal dominant 608358;Myopathy, myosin storage, autosomal recessive 255160;Scapuloperoneal syndrome, myopathic type 181430			Flexion contracture;HP:0001371	29300372;30924982;24714796;30623132;27519903		False	1	50;0;50	0.402	True		ENSG00000092054	ENSG00000092054	HGNC:7577													
MYL1	gene	MYL1	Expert list;Expert Review Red	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Myopathy, congenital, with fast-twitch (type II) fiber atrophy, MIM# 618414			Flexion contracture;HP:0001371	30215711		False	1	0;0;100	0.402	True		ENSG00000168530	ENSG00000168530	HGNC:7582													
NFATC2	gene	NFATC2	Expert Review Red;Literature	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Skeletal system disorder MONDO:0005172			Flexion contracture;HP:0001371	35789258		False	1	0;0;100	0.402	True		ENSG00000101096	ENSG00000101096	HGNC:7776													
OFD1	gene	OFD1	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Joubert syndrome 10, MIM# 300804;Orofaciodigital syndrome I, MIM# 311200;Simpson-Golabi-Behmel syndrome, type 2, MIM# 300209			Flexion contracture;HP:0001371	20301367		False	1	0;0;100	0.402	True		ENSG00000046651	ENSG00000046651	HGNC:2567													
RBM10	gene	RBM10	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	TARP syndrome, MIM# 311900			Flexion contracture;HP:0001371			False	1	0;0;100	0.402	True		ENSG00000182872	ENSG00000182872	HGNC:9896													
TBX22	gene	TBX22	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	Unknown	Cleft palate with ankyloglossia, MIM# 303400			Flexion contracture;HP:0001371			False	1	0;0;100	0.402	True		ENSG00000122145	ENSG00000122145	HGNC:11600													
TMEM5	gene	TMEM5	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10, MIM# 615041			Flexion contracture;HP:0001371			False	1	0;0;100	0.402	True		ENSG00000118600	ENSG00000118600	HGNC:13530													
UNC80	gene	UNC80	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Hypotonia, infantile, with psychomotor retardation and characteristic facies 2, MIM# 616801			Flexion contracture;HP:0001371	26545877;26708753;26708751		False	1	0;0;100	0.402	True		ENSG00000144406	ENSG00000144406	HGNC:26582													
USP14	gene	USP14	Expert Review Red;Literature	Arthrogryposis		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Syndromic disease MONDO:0002254, USP14-related;Distal arthrogryposis, corpus callosum anomalies, and dysmorphic features			Flexion contracture;HP:0001371	PMID: 35066879		False	1	0;0;100	0.402	True		ENSG00000101557	ENSG00000101557	HGNC:12612													
ZIC3	gene	ZIC3	Expert Review Red;Victorian Clinical Genetics Services	Arthrogryposis		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Heterotaxy, visceral, 1, X-linked, MIM# 306955;VACTERL association, X-linked, MIM# 314390			Flexion contracture;HP:0001371			False	1	0;0;100	0.402	True		ENSG00000156925	ENSG00000156925	HGNC:12874													
ARID1A	gene	ARID1A	Expert Review Green;Literature	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000117713	ENSG00000117713	HGNC:11110													
ATM	gene	ATM	Expert list;Expert Review Green	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000149311	ENSG00000149311	HGNC:795													
ATR	gene	ATR	Expert Review Green;Literature	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 16912188		False	3	0;0;0	0.43	False		ENSG00000175054	ENSG00000175054	HGNC:882													
ATRX	gene	ATRX	Expert Review Green;Literature	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000085224	ENSG00000085224	HGNC:886													
BAP1	gene	BAP1	Expert Review Green;Literature	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000163930	ENSG00000163930	HGNC:950													
BARD1	gene	BARD1	Expert list;Expert Review Green	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000138376	ENSG00000138376	HGNC:952													
BLM	gene	BLM	Expert Review Green;Literature	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000197299	ENSG00000197299	HGNC:1058													
BRCA1	gene	BRCA1	Expert list;Expert Review Green	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000012048	ENSG00000012048	HGNC:1100													
BRCA2	gene	BRCA2	Expert list;Expert Review Green	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000139618	ENSG00000139618	HGNC:1101													
BRIP1	gene	BRIP1	Expert list;Expert Review Green	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000136492	ENSG00000136492	HGNC:20473													
CHEK1	gene	CHEK1	Expert list;Expert Review Green	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000149554	ENSG00000149554	HGNC:1925													
CHEK2	gene	CHEK2	Expert list;Expert Review Green	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000183765	ENSG00000183765	HGNC:16627													
FAAP20	gene	FAAP20	Expert list;Expert Review Green	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown							False	3	0;0;0	0.43	False		ENSG00000162585	ENSG00000162585	HGNC:26428													
FAN1	gene	FAN1	Expert list;Expert Review Green	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown							False	3	0;0;0	0.43	False		ENSG00000198690	ENSG00000198690	HGNC:29170													
FANCA	gene	FANCA	Expert Review Green;Literature	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000187741	ENSG00000187741	HGNC:3582													
FANCC	gene	FANCC	Expert Review Green;Literature	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000158169	ENSG00000158169	HGNC:3584													
FANCD2	gene	FANCD2	Expert Review Green;Literature	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown					PMID: 30234181		False	3	0;0;0	0.43	False		ENSG00000144554	ENSG00000144554	HGNC:3585													
FANCE	gene	FANCE	Expert list;Expert Review Green	Homologous_recombination_deficiency_WTS_UMCCR		Cancer	Unknown							False	3	0;0;0	0.43	False		ENSG00000112039	ENSG00000112039	HGNC:3586													
